air humidity (%);temperature level (F);pH
29,9;50,0;8,5
70,1;62,0;7,9
82,9;80,0;6,0
41,5;77,0;6,2
87,1;33,0;7,1
9,1;44,0;7,6
57,5;69,0;6,3
73,4;54,0;7,1
14,5;55,0;7,1
55,5;76,0;6,3
31,6;37,0;8,3
87,7;51,0;6,0
14,6;39,0;7,9
13,7;45,0;7,6
51,6;58,0;7,4
74,2;42,0;8,8
49,3;68,0;6,1
34,1;53,0;7,3
42,7;69,0;6,7
21,9;54,0;7,1
15,8;53,0;8,3
57,8;60,0;6,7
44,1;41,0;8,3
75,8;73,0;8,0
46,4;37,0;7,7
46,6;56,0;7,6
75,1;80,0;7,1
21,5;56,0;8,8
6,8;46,0;7,6
24,1;47,0;8,7
54,7;39,0;6,4
44,6;66,0;7,8
49,0;54,0;8,2
8,5;44,0;7,3
10,9;41,0;8,8
26,2;46,0;7,6
41,2;51,0;6,4
49,1;72,0;6,5
7,9;33,0;7,2
34,9;64,0;7,7
57,1;69,0;7,9
6,7;35,0;7,1
18,5;52,0;8,4
55,7;54,0;6,4
31,4;67,0;7,2
68,6;50,0;7,4
19,4;43,0;8,3
70,1;72,0;8,2
26,7;38,0;8,0
88,4;75,0;7,4
20,4;56,0;8,3
67,6;44,0;9,0
45,1;43,0;7,9
20,3;49,0;7,4
70,2;59,0;7,1
64,2;63,0;7,2
43,0;54,0;8,0
48,2;53,0;8,2
37,2;80,0;7,3
,3;54,0;8,2
40,4;52,0;8,7
35,0;49,0;7,9
25,6;38,0;7,7
79,0;57,0;7,9
89,4;52,0;7,7
9,3;65,0;7,7
17,0;33,0;8,0
54,8;51,0;8,0
86,5;69,0;7,4
18,2;58,0;7,8
,2;43,0;6,3
59,2;53,0;7,7
4,2;58,0;8,5
27,5;42,0;8,3
41,6;56,0;7,4
13,9;48,0;7,4
65,9;54,0;6,1
26,0;37,0;7,0
4,0;51,0;7,3
16,9;47,0;6,7
48,2;46,0;8,6
41,1;41,0;7,9
32,6;58,0;7,6
31,4;57,0;8,0
12,4;45,0;8,2
33,9;70,0;6,5
82,8;54,0;7,7
76,2;59,0;6,6
86,6;56,0;6,4
82,2;64,0;7,6
67,8;59,0;7,6
6,1;37,0;7,1
7,4;51,0;8,8
21,4;61,0;7,9
12,3;55,0;8,4
41,2;59,0;7,4
33,4;67,0;6,3
48,6;40,0;7,3
54,1;67,0;6,7
64,4;53,0;6,7
43,1;58,0;7,7
1,3;35,0;7,6
43,5;45,0;8,1
84,5;76,0;7,9
3,4;39,0;7,6
60,8;66,0;7,2
28,0;57,0;6,5
46,7;41,0;8,3
83,5;78,0;7,9
33,2;83,0;6,8
58,3;72,0;6,5
71,3;56,0;7,1
88,2;58,0;6,4
51,3;76,0;6,9
35,6;34,0;8,0
8,2;42,0;8,4
68,4;54,0;7,4
85,0;69,0;6,4
77,4;65,0;6,3
26,2;36,0;8,8
84,9;84,0;6,6
68,1;56,0;6,7
45,3;73,0;6,7
61,2;59,0;6,1
2,1;42,0;7,8
10,3;45,0;8,4
38,3;51,0;7,5
46,2;52,0;7,5
50,8;61,0;6,3
13,3;51,0;7,7
82,0;61,0;6,7
68,3;63,0;6,2
7,3;47,0;7,9
65,4;40,0;7,0
19,1;38,0;8,9
14,0;38,0;8,4
54,9;75,0;7,0
44,5;60,0;7,5
44,9;52,0;6,5
39,3;34,0;7,4
34,4;71,0;6,4
72,6;68,0;7,8
30,2;41,0;8,3
9,9;45,0;7,0
15,9;49,0;7,3
46,4;81,0;6,2
27,5;81,0;7,1
73,7;82,0;8,6
35,8;51,0;7,6
66,6;69,0;6,9
42,1;50,0;6,7
3,7;58,0;8,9
55,1;69,0;7,7
46,7;53,0;7,8
6,1;42,0;7,9
90,0;76,0;6,7
34,6;50,0;8,6
40,8;35,0;8,7
77,1;70,0;8,0
65,4;74,0;7,0
24,6;56,0;7,2
20,3;39,0;8,7
16,1;54,0;7,7
76,1;69,0;7,4
30,8;51,0;6,9
88,9;52,0;7,4
40,3;83,0;6,4
4,2;52,0;7,3
31,2;75,0;6,2
64,8;58,0;8,7
58,2;53,0;6,4
30,4;52,0;8,0
50,3;58,0;7,7
33,1;58,0;8,6
1,4;36,0;7,8
31,4;82,0;6,3
35,4;84,0;6,9
6,6;42,0;8,0
1,2;55,0;7,7
84,4;84,0;7,9
42,4;63,0;7,4
89,2;63,0;6,7
37,8;56,0;6,3
42,4;53,0;7,7
35,8;36,0;7,3
40,4;42,0;7,5
31,9;73,0;7,7
45,6;58,0;7,5
33,2;48,0;7,6
11,9;36,0;8,0
41,5;59,0;7,4
58,7;66,0;6,6
69,4;83,0;8,1
63,8;64,0;7,5
56,0;56,0;7,6
47,4;79,0;7,6
11,8;52,0;8,4
68,2;71,0;7,1
49,9;53,0;7,7
47,3;62,0;7,3
55,2;84,0;6,9
7,1;59,0;7,3
12,7;32,0;7,1
88,9;66,0;7,9
64,4;56,0;7,0
26,9;34,0;7,7
45,7;57,0;6,0
27,2;40,0;7,3
22,0;41,0;8,0
54,6;68,0;6,7
62,0;57,0;6,9
86,8;53,0;8,0
32,7;63,0;6,0
81,3;52,0;6,1
31,3;59,0;8,4
74,1;64,0;6,7
32,2;36,0;8,8
74,9;80,0;6,7
29,7;51,0;8,3
89,1;50,0;7,4
53,2;52,0;6,1
85,8;84,0;6,1
72,6;58,0;7,4
63,4;77,0;6,7
75,0;77,0;7,1
74,9;82,0;7,5
4,8;59,0;7,6
28,6;40,0;8,7
56,9;82,0;7,7
70,9;83,0;6,3
85,4;57,0;6,8
30,8;82,0;6,0
71,1;54,0;7,5
81,5;64,0;6,3
77,5;68,0;7,5
31,5;76,0;6,2
48,7;54,0;7,8
80,6;64,0;8,0
85,6;59,0;7,8
88,9;65,0;7,0
85,4;60,0;7,3
65,5;51,0;7,6
39,2;52,0;7,3
57,9;66,0;6,3
40,6;42,0;7,7
21,8;35,0;7,5
81,8;78,0;6,3
37,3;72,0;7,4
9,6;62,0;7,3
54,0;65,0;7,5
30,0;35,0;7,1
30,5;36,0;7,5
64,4;66,0;7,2
33,6;69,0;6,6
8,1;36,0;8,3
17,3;49,0;6,4
19,4;43,0;7,3
79,9;54,0;6,1
1,4;37,0;8,8
46,6;60,0;7,1
55,9;78,0;6,8
17,4;47,0;8,3
30,8;52,0;8,5
48,4;63,0;6,7
45,8;35,0;6,8
6,5;33,0;8,9
43,5;58,0;7,8
10,2;48,0;7,0
50,3;51,0;7,5
58,0;78,0;8,6
4,1;34,0;7,3
34,3;49,0;8,6
88,7;54,0;6,8
60,2;53,0;7,4
8,3;53,0;7,7
87,3;71,0;6,2
15,3;48,0;7,6
35,8;51,0;8,6
21,6;41,0;8,7
36,4;32,0;7,2
53,2;84,0;7,3
17,5;52,0;7,6
56,7;78,0;7,3
49,4;79,0;8,0
39,1;76,0;7,5
41,9;62,0;7,7
66,6;80,0;6,2
76,8;63,0;7,7
81,6;72,0;7,7
78,3;61,0;6,8
22,6;58,0;8,2
66,5;58,0;6,0
14,6;45,0;8,3
21,0;55,0;7,4
70,1;72,0;7,3
84,2;55,0;7,5
,8;44,0;7,2
41,4;37,0;8,4
59,0;59,0;7,0
44,4;58,0;6,3
40,2;46,0;8,3
59,3;32,0;7,5
88,5;60,0;7,8
54,8;67,0;6,6
69,1;55,0;6,2
21,6;41,0;8,4
69,0;81,0;7,4
60,5;71,0;6,8
23,8;33,0;7,3
72,3;42,0;8,4
21,7;42,0;7,3
75,8;81,0;7,4
59,6;67,0;7,2
22,7;60,0;6,2
45,9;65,0;7,8
36,4;73,0;6,7
38,0;57,0;6,2
55,2;60,0;7,8
11,6;58,0;9,0
44,1;65,0;7,1
25,5;40,0;7,0
61,0;60,0;7,5
27,6;34,0;7,9
35,5;36,0;8,8
37,1;58,0;7,4
74,4;70,0;7,8
63,1;68,0;8,0
59,6;59,0;6,8
5,7;48,0;7,6
54,2;67,0;7,8
71,6;40,0;7,1
26,2;46,0;8,8
47,2;52,0;7,3
11,3;56,0;8,9
26,7;57,0;7,2
22,8;45,0;8,8
44,2;53,0;6,5
,9;59,0;8,3
16,5;50,0;8,5
6,0;50,0;7,4
2,0;55,0;7,1
89,3;57,0;7,4
36,5;66,0;6,5
17,2;36,0;8,1
20,0;55,0;7,5
1,4;47,0;6,3
86,4;50,0;6,7
37,0;49,0;8,7
56,6;80,0;6,1
44,6;68,0;7,7
72,2;73,0;7,7
71,5;67,0;6,6
7,6;54,0;7,5
8,7;49,0;8,4
36,0;37,0;7,7
16,8;60,0;8,6
89,7;81,0;7,5
56,6;70,0;7,3
34,9;82,0;6,3
31,2;46,0;7,1
24,5;45,0;6,1
45,5;56,0;7,7
51,0;53,0;7,6
22,5;46,0;8,4
47,1;51,0;7,2
49,6;56,0;7,8
48,9;46,0;8,4
87,2;51,0;7,0
42,2;54,0;6,6
6,8;39,0;7,9
82,8;61,0;7,1
49,3;73,0;7,5
72,5;52,0;6,0
44,3;56,0;7,6
52,1;74,0;8,0
26,5;50,0;8,6
76,1;46,0;6,5
46,2;55,0;7,6
21,8;43,0;8,1
46,6;58,0;8,5
44,9;58,0;7,0
39,6;83,0;6,2
83,9;80,0;6,3
63,9;72,0;7,4
33,5;58,0;7,4
1,6;56,0;8,6
84,7;82,0;6,3
2,1;44,0;7,8
69,2;74,0;7,9
36,5;81,0;6,5
63,4;83,0;7,5
60,2;70,0;6,2
47,4;45,0;6,8
17,1;52,0;8,4
72,3;63,0;6,3
20,1;51,0;8,5
88,2;70,0;6,4
48,3;66,0;7,1
82,3;81,0;6,7
39,0;43,0;8,0
86,9;52,0;7,8
40,2;53,0;7,3
75,5;60,0;7,3
62,8;74,0;7,6
44,2;78,0;7,1
29,1;40,0;7,2
66,5;74,0;7,9
41,9;60,0;7,2
29,7;58,0;8,9
54,6;58,0;7,4
80,7;57,0;7,8
35,5;56,0;8,5
66,6;56,0;6,5
46,9;36,0;8,2
85,7;62,0;7,6
5,1;34,0;8,5
86,0;64,0;7,9
48,1;69,0;6,5
50,3;59,0;7,6
84,5;70,0;6,6
45,3;67,0;6,1
86,6;32,0;8,0
75,2;58,0;7,3
48,2;80,0;6,9
38,8;53,0;7,4
49,9;34,0;8,7
37,1;54,0;6,2
45,3;37,0;8,1
70,2;81,0;6,0
11,8;54,0;7,7
40,3;55,0;7,6
52,9;74,0;6,1
10,2;35,0;7,6
51,0;63,0;6,8
66,4;60,0;7,2
34,1;83,0;8,0
25,5;35,0;6,3
30,3;48,0;6,7
32,5;38,0;7,4
42,7;52,0;8,7
46,2;53,0;8,7
66,1;73,0;6,3
32,8;74,0;6,5
28,1;51,0;8,9
42,1;83,0;8,0
89,1;55,0;6,3
58,3;59,0;7,4
63,5;62,0;7,7
36,1;52,0;7,7
80,5;76,0;6,1
40,3;52,0;7,9
19,3;54,0;8,1
84,4;65,0;7,4
56,6;78,0;6,1
78,5;64,0;6,1
38,3;55,0;7,9
71,8;54,0;6,1
63,0;58,0;7,9
47,1;76,0;6,6
58,5;51,0;7,9
58,0;55,0;7,6
79,9;68,0;7,6
59,3;66,0;6,6
74,2;63,0;7,5
57,5;77,0;7,6
47,6;48,0;6,7
5,2;36,0;8,4
54,9;56,0;7,6
45,3;68,0;7,1
67,2;56,0;6,0
69,6;60,0;6,9
65,5;56,0;7,3
25,1;43,0;7,0
49,1;55,0;7,5
,1;55,0;8,8
67,9;47,0;6,4
6,5;66,0;6,5
40,1;40,0;8,0
79,0;55,0;7,8
11,9;55,0;8,6
42,0;58,0;7,6
48,7;55,0;8,0
32,0;51,0;6,1
11,6;48,0;8,6
38,6;50,0;6,3
16,9;47,0;7,4
13,9;53,0;8,2
3,4;58,0;7,9
16,8;44,0;8,6
45,8;74,0;6,2
28,3;63,0;8,8
7,7;57,0;8,7
36,7;37,0;8,8
49,7;75,0;7,2
74,0;52,0;6,7
46,9;49,0;7,7
80,2;51,0;7,1
86,7;66,0;6,1
35,8;69,0;7,2
45,2;81,0;7,9
2,4;37,0;8,0
83,4;34,0;8,1
49,9;34,0;8,7
43,0;57,0;7,9
15,6;34,0;8,5
60,8;51,0;6,9
38,7;56,0;7,3
85,3;75,0;6,6
74,3;59,0;7,0
66,0;72,0;7,8
53,9;78,0;7,1
69,3;60,0;6,8
77,0;61,0;7,9
30,6;38,0;8,5
7,2;35,0;7,2
80,8;57,0;6,4
76,3;55,0;7,9
5,8;54,0;8,8
31,0;52,0;8,9
31,1;53,0;7,8
62,6;69,0;7,7
83,9;57,0;7,9
11,1;37,0;8,3
,1;82,0;6,5
80,0;69,0;6,8
26,0;42,0;9,0
87,5;58,0;6,3
52,2;64,0;7,5
68,9;61,0;6,3
88,9;83,0;7,2
23,4;60,0;8,8
29,5;37,0;8,3
24,6;56,0;7,2
18,9;50,0;8,4
3,0;39,0;8,5
23,1;40,0;8,1
83,6;64,0;7,7
6,7;49,0;8,6
66,4;54,0;7,5
10,2;39,0;8,9
51,4;67,0;7,6
36,6;54,0;6,5
80,6;71,0;6,1
27,6;52,0;7,0
81,6;63,0;6,3
57,7;63,0;6,4
44,4;64,0;6,5
43,3;56,0;7,1
42,9;42,0;7,6
32,0;40,0;7,1
52,1;57,0;6,2
42,8;54,0;7,6
19,8;56,0;7,6
15,2;52,0;7,1
25,6;62,0;7,4
31,1;40,0;8,4
34,5;54,0;7,5
29,7;61,0;8,6
72,5;52,0;6,8
9,2;41,0;7,2
34,4;84,0;7,6
47,8;73,0;7,8
62,4;72,0;6,1
88,3;50,0;6,1
65,9;43,0;7,0
10,4;39,0;6,4
49,5;51,0;7,0
50,3;77,0;7,4
34,8;54,0;8,8
48,5;56,0;6,8
76,6;66,0;8,0
48,8;63,0;7,9
44,6;81,0;6,4
27,6;34,0;7,0
48,0;69,0;7,4
10,1;46,0;7,7
47,2;74,0;6,6
14,0;61,0;6,1
31,9;58,0;8,7
57,4;73,0;7,9
31,1;59,0;6,9
30,6;54,0;7,8
49,9;57,0;8,2
17,5;49,0;8,9
13,2;33,0;7,1
20,1;51,0;8,5
26,1;63,0;6,5
9,6;53,0;7,6
41,7;56,0;6,8
22,3;58,0;7,6
36,0;39,0;7,6
38,6;44,0;7,3
37,9;57,0;8,9
51,8;70,0;7,0
41,9;82,0;7,8
39,9;46,0;7,5
46,0;53,0;8,2
54,1;50,0;6,7
39,5;55,0;7,8
30,2;52,0;7,3
22,4;32,0;7,5
49,0;58,0;8,0
27,2;53,0;7,8
,4;40,0;8,8
42,6;42,0;8,9
18,5;82,0;8,9
79,9;65,0;6,6
75,3;69,0;7,6
32,8;32,0;6,3
3,4;37,0;8,4
36,8;52,0;7,6
37,6;35,0;8,2
76,0;56,0;7,3
49,2;58,0;8,6
14,6;40,0;7,2
25,1;48,0;7,6
60,5;52,0;8,4
57,3;54,0;7,2
52,0;61,0;8,9
55,6;56,0;6,2
66,5;67,0;7,9
48,5;56,0;7,6
37,2;52,0;7,5
15,8;35,0;7,2
36,2;54,0;6,1
34,7;36,0;8,6
23,6;36,0;8,5
83,8;56,0;7,7
47,2;50,0;6,2
68,2;42,0;7,4
38,5;42,0;7,7
57,9;71,0;7,7
4,5;53,0;8,6
83,2;73,0;6,3
72,4;65,0;7,7
45,6;53,0;8,0
2,7;43,0;8,6
65,5;41,0;6,6
41,4;54,0;8,5
11,8;54,0;7,1
5,2;47,0;7,3
40,7;80,0;6,6
85,9;82,0;7,9
25,4;44,0;8,0
64,5;71,0;7,1
42,1;34,0;8,8
34,7;72,0;6,4
31,2;40,0;7,9
33,9;79,0;6,8
25,8;41,0;7,2
36,1;34,0;7,5
46,4;45,0;7,9
34,1;75,0;8,8
39,6;43,0;7,4
18,8;51,0;6,4
4,1;55,0;7,7
1,0;45,0;8,8
63,9;52,0;7,2
10,2;52,0;8,7
45,2;42,0;8,4
45,0;82,0;7,1
1,7;59,0;8,0
39,1;32,0;7,9
36,4;68,0;7,5
45,3;64,0;8,5
54,5;81,0;6,4
80,5;58,0;7,6
82,2;76,0;7,1
82,3;60,0;6,3
61,4;44,0;8,0
75,4;77,0;7,9
32,8;53,0;8,7
78,4;48,0;7,2
39,5;33,0;8,9
33,9;39,0;8,4
6,9;44,0;7,0
39,3;59,0;7,0
2,6;52,0;8,6
42,6;75,0;7,3
27,7;32,0;8,9
,2;43,0;7,7
75,6;51,0;6,3
44,2;43,0;8,9
40,0;52,0;6,3
48,7;51,0;8,9
24,1;41,0;7,4
54,9;78,0;6,6
24,1;33,0;8,9
19,0;54,0;7,6
15,9;57,0;7,8
49,0;60,0;8,0
16,8;39,0;8,0
76,4;43,0;7,4
57,8;55,0;7,2
57,6;67,0;6,9
41,2;40,0;7,1
79,7;80,0;7,1
28,7;43,0;8,3
44,0;83,0;8,0
29,3;36,0;7,7
16,2;36,0;7,6
45,9;40,0;8,8
79,7;84,0;7,4
2,4;54,0;7,4
7,8;46,0;7,7
9,4;44,0;7,7
77,2;67,0;7,6
42,6;35,0;7,2
53,4;73,0;7,7
65,2;82,0;6,3
59,9;70,0;7,0
4,4;45,0;7,8
9,1;73,0;7,9
45,8;37,0;8,6
11,1;32,0;7,2
27,9;54,0;8,4
78,1;59,0;7,8
35,7;39,0;7,1
34,8;37,0;8,5
77,3;79,0;7,6
42,8;55,0;7,2
11,8;33,0;7,2
69,4;57,0;6,2
36,9;47,0;8,8
1,7;47,0;7,6
26,5;51,0;7,7
31,6;45,0;7,0
78,7;64,0;6,4
24,6;57,0;8,8
35,3;41,0;7,4
40,8;38,0;9,0
48,0;60,0;7,8
43,4;52,0;6,8
7,0;34,0;7,8
70,8;78,0;6,2
33,9;75,0;7,9
40,1;59,0;7,6
55,0;56,0;6,9
41,3;68,0;7,8
11,0;33,0;7,8
32,1;57,0;7,9
13,1;51,0;7,7
89,7;59,0;6,4
53,4;53,0;6,5
49,0;41,0;9,0
66,1;33,0;7,7
47,7;32,0;8,6
72,9;66,0;6,9
72,9;50,0;7,6
47,9;60,0;7,0
19,3;47,0;8,0
32,7;83,0;7,6
59,9;33,0;7,9
8,1;41,0;7,3
32,0;55,0;7,6
83,4;66,0;7,8
47,1;58,0;7,9
37,3;46,0;7,6
9,9;47,0;8,4
28,9;41,0;8,6
33,9;37,0;8,0
64,8;81,0;6,2
40,5;58,0;6,8
20,2;34,0;8,4
2,9;51,0;7,1
28,0;58,0;9,0
53,0;69,0;6,6
83,6;61,0;7,8
9,1;56,0;7,9
33,2;57,0;8,4
19,1;63,0;7,4
45,6;51,0;7,1
13,9;57,0;7,3
10,7;51,0;7,9
45,9;70,0;6,9
43,4;71,0;8,8
8,6;32,0;8,7
60,6;45,0;8,0
39,9;61,0;6,1
50,4;71,0;6,2
9,4;37,0;7,9
41,3;55,0;8,6
59,2;51,0;7,8
63,5;49,0;8,2
,6;40,0;8,9
46,6;61,0;7,4
52,7;53,0;6,3
41,5;64,0;7,3
27,2;42,0;6,6
31,6;55,0;7,3
84,1;57,0;6,2
21,1;53,0;8,9
89,8;63,0;7,4
23,7;57,0;8,0
37,8;36,0;7,0
11,1;46,0;8,4
5,2;54,0;7,8
77,9;62,0;6,7
48,8;72,0;6,7
69,1;62,0;7,0
77,2;78,0;6,3
82,8;69,0;6,4
80,5;66,0;7,6
20,9;45,0;9,0
70,5;65,0;7,4
64,0;60,0;7,0
23,5;39,0;8,7
8,4;41,0;7,1
2,8;54,0;8,6
,6;49,0;7,7
31,8;34,0;6,9
2,5;34,0;8,8
86,6;74,0;6,8
40,8;83,0;6,6
9,8;33,0;8,8
60,2;79,0;6,9
87,4;58,0;6,5
59,0;60,0;7,0
86,5;68,0;6,4
58,9;56,0;7,8
13,2;79,0;8,6
90,0;57,0;6,8
41,6;47,0;8,6
44,4;65,0;7,3
55,3;81,0;8,5
17,2;46,0;7,4
40,8;70,0;6,4
68,1;62,0;6,5
6,4;48,0;8,3
53,5;52,0;6,7
24,6;43,0;7,7
81,9;56,0;7,2
48,6;32,0;8,1
47,9;52,0;7,6
6,0;55,0;8,5
47,4;52,0;7,6
56,1;57,0;6,2
29,9;33,0;7,4
5,7;35,0;7,4
66,3;71,0;7,5
36,4;64,0;7,7
10,8;39,0;7,8
78,0;52,0;7,0
28,2;45,0;8,6
33,7;74,0;7,2
45,3;47,0;7,8
60,1;84,0;7,5
9,1;60,0;6,3
22,2;54,0;8,1
6,1;35,0;8,4
23,7;34,0;7,1
37,4;42,0;9,0
32,4;68,0;7,1
55,5;78,0;7,4
50,1;58,0;6,1
9,6;45,0;7,7
83,6;68,0;7,7
30,5;69,0;7,3
58,6;78,0;6,7
83,1;72,0;6,9
87,2;67,0;7,9
43,4;62,0;6,9
8,4;46,0;7,5
34,7;59,0;6,2
32,2;56,0;7,6
56,0;61,0;7,6
85,7;75,0;7,7
44,1;81,0;7,9
45,2;61,0;6,7
50,8;51,0;6,4
5,0;32,0;7,5
19,7;57,0;7,7
39,7;34,0;7,3
44,9;46,0;7,1
48,6;35,0;7,6
58,5;72,0;6,1
1,1;57,0;7,6
38,5;47,0;9,0
36,4;60,0;6,6
22,1;55,0;7,0
16,7;32,0;7,4
25,3;41,0;7,7
33,6;81,0;7,6
46,0;72,0;7,5
47,3;68,0;7,2
72,0;72,0;6,1
22,5;33,0;8,5
34,0;52,0;7,9
3,5;50,0;6,9
,7;45,0;7,7
29,9;52,0;8,0
4,8;37,0;8,9
74,9;76,0;6,9
28,6;42,0;8,1
1,9;41,0;8,2
23,9;59,0;8,2
11,6;55,0;6,3
56,6;82,0;6,7
10,1;53,0;8,9
51,0;78,0;6,1
3,5;53,0;7,8
29,8;53,0;8,4
77,0;54,0;7,4
52,2;61,0;6,3
35,0;50,0;7,6
83,4;59,0;8,0
5,6;48,0;7,1
56,2;77,0;7,1
35,2;50,0;7,0
7,9;36,0;8,8
37,4;40,0;8,1
23,5;55,0;7,7
36,3;61,0;6,6
37,0;39,0;8,4
72,8;58,0;6,6
5,9;49,0;8,8
10,2;36,0;7,5
12,4;58,0;8,7
41,1;59,0;6,6
26,6;52,0;8,0
9,0;54,0;7,9
79,7;76,0;6,5
67,5;80,0;6,1
73,2;57,0;6,8
19,2;44,0;7,2
74,4;52,0;7,0
48,2;45,0;7,4
13,1;39,0;8,0
40,2;81,0;7,4
39,7;40,0;8,6
71,3;76,0;6,9
69,7;49,0;7,7
23,0;48,0;7,3
36,4;77,0;7,4
77,0;63,0;7,0
49,6;56,0;7,0
76,3;55,0;7,5
64,2;74,0;7,7
88,6;67,0;7,2
29,8;53,0;7,1
32,8;44,0;7,4
35,3;55,0;7,3
35,2;38,0;8,8
47,6;36,0;7,4
38,5;73,0;7,1
44,4;44,0;9,0
85,1;76,0;6,4
9,3;68,0;7,4
87,9;83,0;6,0
52,0;58,0;6,6
57,0;73,0;7,4
65,0;56,0;6,4
78,2;70,0;6,2
38,0;56,0;6,5
22,5;37,0;8,3
32,3;66,0;6,6
24,1;58,0;7,2
,4;52,0;7,2
22,5;50,0;8,5
30,6;50,0;8,2
11,3;51,0;8,8
23,4;42,0;7,5
12,1;51,0;6,5
41,2;33,0;8,8
84,6;66,0;7,2
46,3;38,0;7,7
24,6;56,0;8,2
30,8;78,0;7,7
32,2;47,0;8,4
11,0;42,0;7,7
44,3;41,0;7,9
41,3;76,0;7,3
33,0;49,0;9,0
47,1;49,0;7,0
10,6;32,0;8,3
52,8;59,0;8,4
31,5;59,0;7,6
89,1;63,0;7,5
29,5;35,0;7,8
28,0;42,0;7,5
78,3;53,0;7,7
13,5;47,0;8,8
54,9;68,0;6,9
29,1;77,0;6,8
69,1;57,0;6,2
50,4;51,0;6,7
31,7;53,0;8,9
67,8;53,0;7,7
35,5;35,0;8,0
19,4;56,0;8,1
85,8;51,0;7,0
42,4;40,0;8,0
22,1;44,0;7,2
6,4;54,0;8,1
35,1;58,0;7,1
11,4;52,0;8,7
43,6;69,0;6,6
59,0;73,0;7,7
43,8;83,0;7,7
81,8;66,0;7,6
65,8;61,0;7,3
35,3;55,0;7,9
39,1;43,0;7,1
40,4;51,0;7,8
35,8;52,0;7,2
40,7;59,0;7,1
31,5;58,0;8,5
12,1;52,0;8,1
43,4;55,0;6,3
42,0;77,0;7,4
30,2;39,0;7,8
33,3;66,0;7,6
1,3;56,0;8,6
87,5;63,0;6,7
77,1;70,0;7,0
33,2;38,0;8,8
87,5;71,0;6,9
81,0;58,0;7,7
70,9;75,0;6,4
7,3;44,0;8,0
89,2;52,0;6,4
22,5;38,0;8,9
69,4;61,0;7,9
37,9;50,0;7,4
8,5;52,0;7,6
49,6;59,0;6,4
21,6;35,0;8,6
27,0;48,0;8,1
36,3;59,0;7,3
22,1;39,0;8,0
41,5;80,0;7,8
81,8;72,0;6,4
89,4;55,0;6,5
15,1;40,0;7,5
56,6;50,0;6,7
33,3;58,0;6,5
39,9;79,0;7,3
1,0;34,0;8,6
60,6;73,0;7,6
43,5;59,0;7,5
65,3;81,0;7,3
49,1;37,0;8,3
37,5;51,0;7,7
53,8;82,0;7,3
79,3;61,0;7,1
65,8;63,0;6,2
28,3;44,0;8,5
42,8;32,0;8,8
73,7;67,0;7,0
10,9;44,0;8,9
30,3;47,0;8,9
44,0;50,0;7,0
22,0;58,0;8,9
21,8;41,0;8,7
23,2;36,0;8,0
77,2;57,0;6,2
12,0;58,0;7,3
46,0;58,0;8,8
47,1;34,0;8,5
3,3;40,0;7,3
55,7;56,0;6,9
31,6;49,0;7,4
40,7;69,0;6,5
72,5;54,0;7,9
82,9;70,0;6,7
3,2;49,0;7,5
39,3;53,0;7,3
34,5;72,0;7,5
2,4;34,0;7,7
30,9;34,0;8,1
16,0;84,0;6,5
67,6;74,0;7,5
86,4;59,0;7,7
36,4;56,0;8,9
48,0;41,0;7,8
84,8;80,0;7,7
85,3;70,0;6,6
5,7;58,0;8,1
55,4;56,0;7,7
1,9;47,0;7,1
73,2;80,0;7,7
74,8;79,0;6,5
67,8;75,0;8,0
2,6;36,0;8,4
36,1;34,0;7,8
31,1;74,0;6,0
60,2;53,0;6,8
59,1;55,0;6,6
56,8;73,0;6,8
48,1;54,0;8,0
78,2;54,0;8,5
80,3;80,0;7,2
76,3;63,0;6,6
35,6;39,0;7,2
75,9;56,0;7,9
46,3;41,0;9,0
41,1;73,0;7,9
48,9;56,0;8,8
66,8;53,0;7,7
18,5;81,0;7,3
84,9;70,0;7,7
5,1;53,0;7,2
42,9;60,0;6,3
22,7;42,0;8,2
82,6;81,0;7,9
9,4;55,0;8,8
5,3;36,0;7,4
49,8;35,0;7,1
25,5;48,0;7,1
45,4;73,0;6,3
43,1;74,0;6,7
47,6;54,0;8,7
48,2;51,0;7,9
33,4;37,0;9,0
5,1;46,0;8,5
63,6;70,0;6,9
84,3;52,0;7,7
43,4;58,0;7,2
68,8;53,0;7,4
81,9;72,0;6,8
26,6;32,0;8,8
27,7;34,0;8,1
5,2;58,0;8,8
46,5;35,0;8,8
41,7;52,0;7,7
90,0;64,0;6,5
71,3;53,0;7,4
5,2;35,0;7,2
68,5;63,0;6,7
10,2;57,0;8,3
45,4;80,0;8,0
73,8;70,0;6,7
14,8;35,0;8,4
47,9;58,0;8,2
59,5;51,0;7,2
50,3;82,0;6,4
49,8;47,0;7,5
87,7;61,0;6,1
69,1;45,0;8,7
37,8;39,0;8,7
28,1;57,0;7,9
20,9;40,0;7,0
2,5;38,0;8,8
16,5;41,0;6,3
27,6;59,0;8,2
30,7;34,0;8,3
1,1;36,0;7,5
6,2;48,0;8,6
3,3;39,0;6,5
87,1;81,0;6,2
13,6;58,0;8,5
6,9;35,0;8,4
3,1;38,0;7,9
10,3;54,0;8,6
87,4;55,0;6,5
68,5;65,0;7,3
32,5;52,0;6,5
89,5;73,0;6,8
11,6;51,0;7,6
6,1;59,0;7,4
77,7;79,0;7,9
15,5;46,0;7,0
53,7;67,0;6,7
45,7;59,0;7,9
40,3;55,0;6,8
35,9;57,0;7,9
